StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,Q1,"Prolific ID ",Questionnaire D _1,Questionnaire D _2,Questionnaire D _3,Questionnaire D _4,Questionnaire D _5,Questionnaire D _6,Questionnaire D _7,Questionnaire D _8,Questionnaire D _9,Questionnaire D _10,Questionnaire D _11,Questionnaire D _12,Questionnaire D _13,Questionnaire D _14,Questionnaire D _15,Questionnaire D _16,Questionnaire D _17,PROLIFIC_PID,AttentionCheckStatus
2024-10-24 16:12:53,2024-10-24 16:18:41,IP Address,100,348,True,2024-10-24 16:18:42,R_8N4ItLnZz4VRNzA,anonymous,EN-GB,I accept,60cdae5d942a76a98eba611a,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Neutral,Strongly Disagree,Strongly Agree,60cdae5d942a76a98eba611a,
2024-10-24 16:18:45,2024-10-24 16:20:51,IP Address,100,125,True,2024-10-24 16:20:52,R_2CrTIwHyjEHTjNM,anonymous,EN-GB,I accept,605de3af48d7a575adb95b09,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Neutral,Strongly Disagree,Strongly Agree,605de3af48d7a575adb95b09,
2024-10-24 16:16:21,2024-10-24 16:22:09,IP Address,100,348,True,2024-10-24 16:22:10,R_3V2R74M02CWYZsg,anonymous,EN-GB,I accept,627ab53ca9450dd2ad47d693,Agree,Strongly Agree,Disagree,Strongly Disagree,Agree,Neutral,Disagree,Agree,Agree,Strongly Agree,Disagree,Disagree,Strongly Agree,Agree,Neutral,Neutral,Neutral,627ab53ca9450dd2ad47d693,
2024-10-24 16:18:40,2024-10-24 16:22:18,IP Address,100,218,True,2024-10-24 16:22:19,R_2Xn5iel5lQtgizz,anonymous,EN-GB,I accept,669a9c4018a6da2e08897a68,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Strongly Agree,Disagree,Strongly Disagree,Disagree,Strongly Agree,Strongly Agree,Disagree,Disagree,Strongly Agree,Disagree,Neutral,Agree,Strongly Agree,669a9c4018a6da2e08897a68,
2024-10-24 16:11:27,2024-10-24 16:23:59,IP Address,100,751,True,2024-10-24 16:23:59,R_2DkAU2PfON2ELYe,anonymous,EN-GB,I accept,60693e637bc58fc13d57b1a7,Agree,Strongly Agree,Neutral,Agree,Agree,Neutral,Neutral,Neutral,Strongly Agree,Disagree,Strongly Disagree,Neutral,Strongly Agree,Neutral,Neutral,Neutral,Agree,60693e637bc58fc13d57b1a7,
2024-10-24 16:24:45,2024-10-24 16:26:07,IP Address,100,81,True,2024-10-24 16:26:07,R_5oHk6L5Sa3RLwPE,anonymous,EN-GB,I accept,58727901d53c97000159dc92,Strongly Agree,Strongly Agree,Neutral,Neutral,Strongly Agree,Neutral,Disagree,Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Neutral,Strongly Agree,Disagree,Neutral,Disagree,Strongly Agree,58727901d53c97000159dc92,
2024-10-24 16:22:38,2024-10-24 16:29:03,IP Address,100,385,True,2024-10-24 16:29:05,R_2dAi1J3wjS6oHpA,anonymous,EN-GB,I accept,6661c610c372750fe6bbc879,Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Neutral,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Disagree,Agree,Disagree,Neutral,Strongly Disagree,Strongly Agree,6661c610c372750fe6bbc879,
2024-10-24 16:27:24,2024-10-24 16:30:32,IP Address,100,187,True,2024-10-24 16:30:33,R_8NUMcuq0elseIZP,anonymous,EN-GB,I accept,65e485a82ad11017a7f77cea,Agree,Strongly Agree,Disagree,Disagree,Strongly Agree,Disagree,Disagree,Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Disagree,Agree,Disagree,Neutral,Disagree,Agree,65e485a82ad11017a7f77cea,
2024-10-24 16:32:26,2024-10-24 16:33:24,IP Address,100,57,True,2024-10-24 16:33:24,R_85L5vOVO9olBY9O,anonymous,EN-GB,I accept,5ff32b1fb1111683f97a51b1,Disagree,Agree,Neutral,Disagree,Agree,Agree,Strongly Disagree,Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Disagree,Agree,Disagree,Neutral,Disagree,Agree,5ff32b1fb1111683f97a51b1,
2024-10-24 16:33:07,2024-10-24 16:33:46,IP Address,100,38,True,2024-10-24 16:33:46,R_7cUNwCZCY6cZy81,anonymous,EN-GB,I accept,653977b795a2a19ed6f244ad,Agree,Strongly Agree,Disagree,Agree,Disagree,Neutral,Agree,Agree,Strongly Agree,Agree,Agree,Strongly Disagree,Agree,Agree,Agree,Agree,Strongly Agree,653977b795a2a19ed6f244ad,Fail
2024-10-24 16:32:27,2024-10-24 16:33:45,IP Address,100,78,True,2024-10-24 16:33:46,R_8UBIrzYxWeUNlND,anonymous,EN-GB,I accept,568aab53316b10000d50d76b,Agree,Strongly Agree,Disagree,Disagree,Strongly Agree,Neutral,Neutral,Agree,Agree,Agree,Disagree,Disagree,Strongly Agree,Neutral,Neutral,Strongly Disagree,Agree,568aab53316b10000d50d76b,
2024-10-24 16:32:31,2024-10-24 16:33:46,IP Address,100,75,True,2024-10-24 16:33:47,R_7q8GmJ03LrXHUKg,anonymous,EN-GB,I accept,629638416146d56a43e5e028,Agree,Agree,Strongly Disagree,Disagree,Agree,Disagree,Disagree,Agree,Agree,Agree,Strongly Disagree,Strongly Disagree,Agree,Disagree,Neutral,Strongly Disagree,Agree,629638416146d56a43e5e028,
2024-10-24 16:32:24,2024-10-24 16:33:52,IP Address,100,88,True,2024-10-24 16:33:53,R_8wVI6Sam2yVHeoh,anonymous,EN-GB,I accept,661e7270befab50c9acb0bed,Neutral,Agree,Disagree,Agree,Agree,Neutral,Disagree,Disagree,Agree,Neutral,Neutral,Agree,Disagree,Disagree,Neutral,Agree,Neutral,661e7270befab50c9acb0bed,
2024-10-24 16:32:52,2024-10-24 16:34:00,IP Address,100,68,True,2024-10-24 16:34:01,R_2IvmidVfa9xQakt,anonymous,EN-GB,I accept,66fa9fa782a3e345cd55a7ef,Agree,Agree,Disagree,Disagree,Agree,Disagree,Disagree,Agree,Agree,Strongly Agree,Strongly Disagree,Disagree,Strongly Agree,Disagree,Neutral,Disagree,Agree,66fa9fa782a3e345cd55a7ef,
2024-10-24 16:32:45,2024-10-24 16:34:03,IP Address,100,77,True,2024-10-24 16:34:03,R_114XPBXbUVtLk2H,anonymous,EN-GB,I accept,67181ab4726841ec53d6f0bd,Agree,Agree,Disagree,Disagree,Strongly Agree,Neutral,Neutral,Strongly Agree,Disagree,Agree,Disagree,Neutral,Strongly Agree,Neutral,Neutral,Disagree,Agree,67181ab4726841ec53d6f0bd,
2024-10-24 16:33:13,2024-10-24 16:34:07,IP Address,100,54,True,2024-10-24 16:34:08,R_849ZgRGSOqLEM7L,anonymous,EN-GB,I accept,6685935928a8784bdb54d2c7,Agree,Strongly Agree,Neutral,Disagree,Strongly Agree,Neutral,Disagree,Agree,Agree,Strongly Agree,Strongly Disagree,Disagree,Agree,Agree,Neutral,Neutral,Strongly Agree,6685935928a8784bdb54d2c7,
2024-10-24 16:32:43,2024-10-24 16:34:17,IP Address,100,94,True,2024-10-24 16:34:18,R_4PcNS8qNYQBfEAJ,anonymous,EN-GB,I accept,5d53fd59f6d6da00011209c0,Agree,Agree,Disagree,Neutral,Agree,Disagree,Neutral,Agree,Neutral,Agree,Disagree,Neutral,Neutral,Disagree,Neutral,Disagree,Neutral,5d53fd59f6d6da00011209c0,
2024-10-24 16:32:53,2024-10-24 16:34:18,IP Address,100,85,True,2024-10-24 16:34:18,R_2M6embVliCJtIvr,anonymous,EN-GB,I accept,601a13974cfca921da8a5189,Agree,Agree,Agree,Disagree,Neutral,Agree,Neutral,Neutral,Strongly Disagree,Agree,Agree,Agree,Agree,Agree,Neutral,Agree,Neutral,601a13974cfca921da8a5189,
2024-10-24 16:33:32,2024-10-24 16:34:21,IP Address,100,48,True,2024-10-24 16:34:21,R_2eLYppnxuSEYSfj,anonymous,EN-GB,I accept,5aeab425f00c7f00018f74d0,Strongly Agree,Agree,Disagree,Disagree,Strongly Agree,Disagree,Disagree,Agree,Agree,Agree,Strongly Disagree,Strongly Disagree,Agree,Strongly Disagree,Neutral,Strongly Disagree,Strongly Agree,5aeab425f00c7f00018f74d0,
2024-10-24 16:33:05,2024-10-24 16:34:21,IP Address,100,76,True,2024-10-24 16:34:21,R_71hhIUMBictuHFF,anonymous,EN-GB,I accept,60871d664054c52f5b2741ae,Strongly Agree,Strongly Agree,Disagree,Strongly Disagree,Strongly Agree,Disagree,Disagree,Strongly Agree,Agree,Agree,Disagree,Disagree,Agree,Neutral,Neutral,Disagree,Strongly Agree,60871d664054c52f5b2741ae,
2024-10-24 16:32:49,2024-10-24 16:34:25,IP Address,100,95,True,2024-10-24 16:34:25,R_8KvDJI8jWMJDSVv,anonymous,EN-GB,I accept,66d9596bc59d5b7770ba7bc0,Strongly Agree,Strongly Agree,Disagree,Strongly Disagree,Strongly Agree,Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Neutral,Strongly Disagree,Strongly Agree,66d9596bc59d5b7770ba7bc0,
2024-10-24 16:32:52,2024-10-24 16:34:26,IP Address,100,94,True,2024-10-24 16:34:27,R_83qYQ5XQmgT1svn,anonymous,EN-GB,I accept,654f89d4924d0d5a050f375d,Strongly Agree,Strongly Agree,Neutral,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Agree,Agree,Strongly Disagree,Disagree,Strongly Agree,Strongly Disagree,Neutral,Agree,Agree,654f89d4924d0d5a050f375d,
2024-10-24 16:32:42,2024-10-24 16:34:28,IP Address,100,106,True,2024-10-24 16:34:29,R_3oEKRkiz98D5C3T,anonymous,EN-GB,I accept,62728884995a1a76605d0214,Agree,Strongly Agree,Neutral,Disagree,Strongly Disagree,Disagree,Neutral,Agree,Strongly Agree,Agree,Agree,Neutral,Agree,Agree,Strongly Agree,Agree,Agree,62728884995a1a76605d0214,Fail
2024-10-24 16:32:32,2024-10-24 16:34:32,IP Address,100,120,True,2024-10-24 16:34:33,R_8hxSROsbCSxQBL9,anonymous,EN-GB,I accept,5bdc38280f86a60001be5d56,Strongly Agree,Agree,Neutral,Disagree,Agree,Disagree,Disagree,Disagree,Strongly Agree,Agree,Strongly Disagree,Disagree,Agree,Disagree,Neutral,Disagree,Agree,5bdc38280f86a60001be5d56,
2024-10-24 16:33:06,2024-10-24 16:34:33,IP Address,100,87,True,2024-10-24 16:34:34,R_8D1zZ8wwbJbGmnD,anonymous,EN-GB,I accept,601bd7b6f176775ca8d0cd76,Strongly Agree,Agree,Strongly Disagree,Disagree,Agree,Disagree,Disagree,Agree,Agree,Agree,Disagree,Disagree,Agree,Neutral,Neutral,Disagree,Agree,601bd7b6f176775ca8d0cd76,
2024-10-24 16:33:34,2024-10-24 16:34:34,IP Address,100,60,True,2024-10-24 16:34:34,R_2RX71DIkjGuSV45,anonymous,EN-GB,I accept,608aa18a3c2dfd212a1a77a9,Agree,Agree,Neutral,Neutral,Agree,Strongly Agree,Disagree,Disagree,Agree,Neutral,Agree,Neutral,Agree,Disagree,Neutral,Agree,Agree,608aa18a3c2dfd212a1a77a9,
2024-10-24 16:32:57,2024-10-24 16:34:35,IP Address,100,98,True,2024-10-24 16:34:36,R_70ei2lazf5PZUSd,anonymous,EN-GB,I accept,59dc4083ae9f950001d83b4b,Agree,Strongly Agree,Disagree,Disagree,Strongly Agree,Disagree,Neutral,Agree,Strongly Agree,Neutral,Strongly Disagree,Disagree,Agree,Neutral,Neutral,Neutral,Neutral,59dc4083ae9f950001d83b4b,
2024-10-24 16:32:28,2024-10-24 16:34:37,IP Address,100,128,True,2024-10-24 16:34:37,R_2uJRIvlY6I2CFRD,anonymous,EN-GB,I accept,660970b727ef0e14862e2777,Strongly Agree,Strongly Agree,Neutral,Agree,Strongly Agree,Disagree,Disagree,Agree,Agree,Strongly Agree,Disagree,Neutral,Strongly Agree,Disagree,Neutral,Neutral,Disagree,660970b727ef0e14862e2777,
2024-10-24 16:33:13,2024-10-24 16:34:36,IP Address,100,83,True,2024-10-24 16:34:37,R_2CgdjHnF4oy8ojr,anonymous,EN-GB,I accept,5ecd2230b3956a034ebcc660,Agree,Neutral,Disagree,Agree,Agree,Disagree,Disagree,Agree,Strongly Agree,Agree,Strongly Disagree,Agree,Agree,Disagree,Neutral,Strongly Disagree,Agree,5ecd2230b3956a034ebcc660,
2024-10-24 16:32:50,2024-10-24 16:34:39,IP Address,100,108,True,2024-10-24 16:34:39,R_2kLnO3eozyGKZzK,anonymous,EN-GB,I accept,66eb016ce4d77ccba968d864,Strongly Agree,Agree,Disagree,Strongly Disagree,Strongly Agree,Disagree,Strongly Disagree,Agree,Strongly Agree,Agree,Strongly Disagree,Neutral,Agree,Disagree,Neutral,Disagree,Agree,66eb016ce4d77ccba968d864,
2024-10-24 16:33:28,2024-10-24 16:34:39,IP Address,100,71,True,2024-10-24 16:34:40,R_2QhWtEWPqK0Q7aZ,anonymous,EN-GB,I accept,5f11ccbc1a1a2c08b4a99efb,Neutral,Neutral,Disagree,Neutral,Agree,Agree,Agree,Neutral,Disagree,Agree,Strongly Disagree,Strongly Agree,Agree,Neutral,Neutral,Disagree,Strongly Disagree,5f11ccbc1a1a2c08b4a99efb,
2024-10-24 16:32:57,2024-10-24 16:34:39,IP Address,100,102,True,2024-10-24 16:34:40,R_32Vs6hJQkn49161,anonymous,EN-GB,I accept,65f3a58fec67a4540b02a71d,Agree,Agree,Neutral,Disagree,Agree,Agree,Neutral,Agree,Agree,Agree,Disagree,Neutral,Agree,Disagree,Neutral,Disagree,Agree,65f3a58fec67a4540b02a71d,
2024-10-24 16:33:15,2024-10-24 16:34:40,IP Address,100,84,True,2024-10-24 16:34:40,R_833Z3fhhR3edCLv,anonymous,EN-GB,I accept,65dca445b7cc34ec8acfc80f,Neutral,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Disagree,Neutral,Strongly Disagree,Strongly Agree,65dca445b7cc34ec8acfc80f,
2024-10-24 16:33:15,2024-10-24 16:34:42,IP Address,100,86,True,2024-10-24 16:34:42,R_2asCTlMER9mKO74,anonymous,EN-GB,I accept,5e5c077c0d5149000b06c3bb,Disagree,Agree,Neutral,Neutral,Agree,Agree,Neutral,Strongly Agree,Agree,Agree,Neutral,Neutral,Strongly Agree,Strongly Disagree,Neutral,Disagree,Agree,5e5c077c0d5149000b06c3bb,
2024-10-24 16:32:27,2024-10-24 16:34:43,IP Address,100,135,True,2024-10-24 16:34:43,R_8GHsrjxwA27XcZf,anonymous,EN-GB,I accept,66c33cf5425d52a1afcc8263,Agree,Strongly Agree,Disagree,Strongly Disagree,Strongly Agree,Disagree,Strongly Disagree,Strongly Agree,Agree,Agree,Strongly Disagree,Neutral,Strongly Agree,Disagree,Neutral,Strongly Disagree,Agree,66c33cf5425d52a1afcc8263,
2024-10-24 16:33:07,2024-10-24 16:34:43,IP Address,100,96,True,2024-10-24 16:34:44,R_2LHWq1uWrJqZ1vU,anonymous,EN-GB,I accept,66a93de3f2548f23b727c479,Agree,Strongly Agree,Disagree,Disagree,Strongly Agree,Disagree,Neutral,Strongly Agree,Agree,Strongly Agree,Neutral,Disagree,Strongly Agree,Disagree,Neutral,Agree,Strongly Agree,66a93de3f2548f23b727c479,
2024-10-24 16:32:51,2024-10-24 16:34:44,IP Address,100,113,True,2024-10-24 16:34:45,R_8NP5frNuBU9woFd,anonymous,EN-GB,I accept,5be4c6f601b0c8000191b115,Agree,Agree,Neutral,Disagree,Agree,Neutral,Disagree,Agree,Agree,Agree,Disagree,Neutral,Agree,Neutral,Neutral,Disagree,Agree,5be4c6f601b0c8000191b115,
2024-10-24 16:32:37,2024-10-24 16:34:49,IP Address,100,131,True,2024-10-24 16:34:49,R_2X1HDieXkNshs2H,anonymous,EN-GB,I accept,66cf20c67d15a1be7ae0e34c,Agree,Strongly Agree,Agree,Disagree,Agree,Neutral,Disagree,Neutral,Neutral,Agree,Neutral,Neutral,Agree,Disagree,Neutral,Neutral,Agree,66cf20c67d15a1be7ae0e34c,
2024-10-24 16:33:13,2024-10-24 16:34:50,IP Address,100,97,True,2024-10-24 16:34:51,R_5EF52pzgPobw56a,anonymous,EN-GB,I accept,66301c9c390de66737e2ae4c,Agree,Agree,Strongly Disagree,Disagree,Strongly Agree,Strongly Disagree,Disagree,Strongly Agree,Agree,Agree,Strongly Disagree,Disagree,Agree,Strongly Disagree,Neutral,Strongly Disagree,Strongly Agree,66301c9c390de66737e2ae4c,
2024-10-24 16:33:24,2024-10-24 16:34:51,IP Address,100,86,True,2024-10-24 16:34:52,R_2HhLvduODqUgiGu,anonymous,EN-GB,I accept,6686ac756714a1b717ff5842,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Disagree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Disagree,Strongly Agree,Strongly Disagree,Neutral,Strongly Disagree,Strongly Agree,6686ac756714a1b717ff5842,
2024-10-24 16:33:05,2024-10-24 16:34:52,IP Address,100,106,True,2024-10-24 16:34:53,R_2qJ8GIFbta2KZAC,anonymous,EN-GB,I accept,5fa1f36ee720952767231b4d,Strongly Agree,Agree,Disagree,Neutral,Agree,Neutral,Neutral,Neutral,Agree,Agree,Agree,Neutral,Agree,Disagree,Neutral,Strongly Disagree,Agree,5fa1f36ee720952767231b4d,
2024-10-24 16:33:01,2024-10-24 16:34:53,IP Address,100,112,True,2024-10-24 16:34:53,R_30NyVfq3hq2VP0s,anonymous,EN-GB,I accept,60fe3a34f7f4d5e48ad56af2,Agree,Agree,Disagree,Neutral,Neutral,Disagree,Disagree,Disagree,Neutral,Agree,Disagree,Disagree,Strongly Agree,Strongly Disagree,Neutral,Disagree,Neutral,60fe3a34f7f4d5e48ad56af2,
2024-10-24 16:32:50,2024-10-24 16:34:55,IP Address,100,124,True,2024-10-24 16:34:55,R_2nu3LEbnnYh1wiZ,anonymous,EN-GB,I accept,65a2c1313cc27e970219a392,Strongly Agree,Strongly Agree,Neutral,Disagree,Strongly Agree,Neutral,Agree,Strongly Agree,Disagree,Agree,Strongly Disagree,Strongly Disagree,Agree,Disagree,Neutral,Disagree,Agree,65a2c1313cc27e970219a392,
2024-10-24 16:32:32,2024-10-24 16:34:56,IP Address,100,143,True,2024-10-24 16:34:56,R_5CU5hz8pY9X7I8D,anonymous,EN-GB,I accept,66327883ca4a6f78c437185a,Strongly Agree,Strongly Agree,Strongly Disagree,Neutral,Strongly Agree,Neutral,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Neutral,Strongly Disagree,Strongly Agree,66327883ca4a6f78c437185a,
2024-10-24 16:32:51,2024-10-24 16:34:56,IP Address,100,125,True,2024-10-24 16:34:57,R_8SdTyhZkOMMyR1B,anonymous,EN-GB,I accept,65bcfaaf8d251ab838baf126,Agree,Strongly Agree,Disagree,Disagree,Agree,Neutral,Strongly Disagree,Agree,Agree,Agree,Neutral,Neutral,Agree,Disagree,Neutral,Neutral,Agree,65bcfaaf8d251ab838baf126,
2024-10-24 16:33:15,2024-10-24 16:34:59,IP Address,100,104,True,2024-10-24 16:34:59,R_8szQbyT0oh8lWRw,anonymous,EN-GB,I accept,60a7cebdd7da583225bbf44d,Strongly Agree,Strongly Agree,Strongly Disagree,Disagree,Strongly Agree,Strongly Disagree,Disagree,Agree,Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Neutral,Agree,Neutral,Strongly Agree,Agree,60a7cebdd7da583225bbf44d,
2024-10-24 16:33:38,2024-10-24 16:35:00,IP Address,100,81,True,2024-10-24 16:35:00,R_8dFGZcZhBLzFc6G,anonymous,EN-GB,I accept,66640059232bcc6a15b24803,Strongly Agree,Strongly Agree,Neutral,Disagree,Strongly Agree,Neutral,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Disagree,Agree,Disagree,Neutral,Strongly Disagree,Strongly Agree,66640059232bcc6a15b24803,
2024-10-24 16:33:32,2024-10-24 16:35:00,IP Address,100,87,True,2024-10-24 16:35:01,R_8TZSkVp4M4esY4T,anonymous,EN-GB,I accept,6671e1ad81d3578f72ab17ad,Agree,Agree,Disagree,Disagree,Strongly Agree,Disagree,Strongly Disagree,Strongly Agree,Agree,Agree,Strongly Disagree,Disagree,Strongly Agree,Disagree,Neutral,Disagree,Agree,6671e1ad81d3578f72ab17ad,
2024-10-24 16:33:00,2024-10-24 16:35:00,IP Address,100,120,True,2024-10-24 16:35:01,R_89nRi6PAeNVHtOI,anonymous,EN-GB,I accept,659d6e087606f95235236d8e,Disagree,Agree,Strongly Disagree,Agree,Agree,Strongly Disagree,Strongly Disagree,Disagree,Strongly Agree,Agree,Disagree,Disagree,Agree,Agree,Neutral,Strongly Disagree,Agree,659d6e087606f95235236d8e,
2024-10-24 16:33:16,2024-10-24 16:35:01,IP Address,100,104,True,2024-10-24 16:35:01,R_2Q04FGxBanZHnv8,anonymous,EN-GB,I accept,66be39247189e4cadf45326b,Agree,Strongly Agree,Disagree,Neutral,Strongly Agree,Disagree,Neutral,Agree,Agree,Agree,Strongly Disagree,Neutral,Agree,Disagree,Neutral,Disagree,Agree,66be39247189e4cadf45326b,
2024-10-24 16:33:41,2024-10-24 16:35:02,IP Address,100,80,True,2024-10-24 16:35:02,R_1eR6TvK94iNxCs7,anonymous,EN-GB,I accept,5b915c9d22d85d000115c0f5,Agree,Agree,Neutral,Agree,Agree,Neutral,Disagree,Neutral,Agree,Agree,Neutral,Agree,Agree,Neutral,Neutral,Disagree,Agree,5b915c9d22d85d000115c0f5,
2024-10-24 16:33:24,2024-10-24 16:35:06,IP Address,100,101,True,2024-10-24 16:35:06,R_8y3YujNqW1zZOCA,anonymous,EN-GB,I accept,5c66cc9246bfc200019044b8,Strongly Agree,Strongly Agree,Disagree,Disagree,Strongly Agree,Neutral,Neutral,Strongly Agree,Neutral,Agree,Strongly Disagree,Disagree,Agree,Strongly Disagree,Neutral,Neutral,Agree,5c66cc9246bfc200019044b8,
2024-10-24 16:33:07,2024-10-24 16:35:06,IP Address,100,119,True,2024-10-24 16:35:07,R_8D7klESDhiQ8eAe,anonymous,EN-GB,I accept,615db8621a77715a3f2e6b54,Agree,Strongly Agree,Neutral,Strongly Disagree,Strongly Agree,Neutral,Strongly Disagree,Strongly Disagree,Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Neutral,Strongly Disagree,Strongly Agree,615db8621a77715a3f2e6b54,
2024-10-24 16:33:46,2024-10-24 16:35:07,IP Address,100,81,True,2024-10-24 16:35:08,R_3zPhkh7WXXal14Z,anonymous,EN-GB,I accept,57e4d48d6c447e000116b22a,Strongly Agree,Strongly Agree,Disagree,Disagree,Strongly Agree,Disagree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Disagree,Strongly Agree,Neutral,Neutral,Neutral,Strongly Agree,57e4d48d6c447e000116b22a,
2024-10-24 16:34:01,2024-10-24 16:35:07,IP Address,100,66,True,2024-10-24 16:35:08,R_2aJocpIUAuJd0tX,anonymous,EN-GB,I accept,5f3167efac2e4b000a6baa04,Strongly Agree,Agree,Disagree,Disagree,Strongly Agree,Disagree,Neutral,Neutral,Agree,Strongly Agree,Disagree,Agree,Agree,Strongly Disagree,Neutral,Strongly Disagree,Strongly Agree,5f3167efac2e4b000a6baa04,
2024-10-24 16:33:21,2024-10-24 16:35:09,IP Address,100,108,True,2024-10-24 16:35:10,R_8HGqqrfjhwF7RR6,anonymous,EN-GB,I accept,612266e2ea3c172619abba50,Strongly Agree,Strongly Agree,Neutral,Strongly Disagree,Strongly Agree,Neutral,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Disagree,Strongly Agree,Agree,Neutral,Strongly Disagree,Strongly Agree,612266e2ea3c172619abba50,
2024-10-24 16:33:26,2024-10-24 16:35:10,IP Address,100,104,True,2024-10-24 16:35:10,R_22J40J30nRR31n3,anonymous,EN-GB,I accept,5d8cef3c28e183001a335ab0,Disagree,Agree,Disagree,Agree,Agree,Disagree,Agree,Disagree,Agree,Neutral,Strongly Disagree,Strongly Agree,Agree,Disagree,Neutral,Strongly Disagree,Agree,5d8cef3c28e183001a335ab0,
2024-10-24 16:33:58,2024-10-24 16:35:11,IP Address,100,72,True,2024-10-24 16:35:12,R_2FL0hi0BquxmZXs,anonymous,EN-GB,I accept,66e84a9aeb1250e4e671ae2c,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Agree,Agree,Strongly Agree,Strongly Disagree,Disagree,Strongly Agree,Strongly Disagree,Neutral,Strongly Disagree,Strongly Agree,66e84a9aeb1250e4e671ae2c,
2024-10-24 16:33:19,2024-10-24 16:35:15,IP Address,100,115,True,2024-10-24 16:35:15,R_82EVG2lZKMQiXOF,anonymous,EN-GB,I accept,5d30752a0334500019f10720,Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Neutral,Strongly Disagree,Strongly Agree,5d30752a0334500019f10720,
2024-10-24 16:34:05,2024-10-24 16:35:15,IP Address,100,70,True,2024-10-24 16:35:16,R_5mcXwebpmfShTA5,anonymous,EN-GB,I accept,61132db9c12a1580079b5260,Agree,Agree,Disagree,Disagree,Agree,Disagree,Disagree,Agree,Agree,Agree,Disagree,Disagree,Agree,Disagree,Neutral,Disagree,Agree,61132db9c12a1580079b5260,
2024-10-24 16:34:00,2024-10-24 16:35:16,IP Address,100,75,True,2024-10-24 16:35:16,R_2KZyrRPVf55ArZ0,anonymous,EN-GB,I accept,614b11e399369a0d52b5fbf6,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Agree,Neutral,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Disagree,Strongly Agree,Strongly Disagree,Neutral,Disagree,Strongly Agree,614b11e399369a0d52b5fbf6,
2024-10-24 16:33:56,2024-10-24 16:35:18,IP Address,100,81,True,2024-10-24 16:35:18,R_1DUB7xxKyGJ43o4,anonymous,EN-GB,I accept,5ccb779b2c4e1f00159333ea,Agree,Agree,Disagree,Disagree,Agree,Neutral,Disagree,Agree,Agree,Agree,Strongly Disagree,Disagree,Agree,Neutral,Neutral,Strongly Disagree,Agree,5ccb779b2c4e1f00159333ea,
2024-10-24 16:33:40,2024-10-24 16:35:19,IP Address,100,99,True,2024-10-24 16:35:20,R_2EwvmgBzLQjJtvj,anonymous,EN-GB,I accept,60fc39cce64c39328a7c8904,Strongly Disagree,Neutral,Disagree,Disagree,Strongly Agree,Neutral,Strongly Disagree,Agree,Agree,Agree,Disagree,Neutral,Strongly Agree,Neutral,Neutral,Agree,Strongly Agree,60fc39cce64c39328a7c8904,
